Site,PO,ID No,Vendor,Value
159,34481,10239,Abdel Latif,1200
159,34482,11337,Power Max Trading and Contracting Co. W.L.L,17929
161,34483,10159,KG Plastic,8501.1
137.19,34484,11473,4K Building Materials,450
140,34485,11473,4K Building Materials,150
159,34486,10245,Don Construction Products - Qatar W.L.L,900
161,34488,19999,Cash,6350
159,34489,11254,New Tools and Bolts Trading,4281
159,34490,10245,Don Construction Products - Qatar W.L.L,5500
159,34491,11254,New Tools and Bolts Trading,570
159,34492,10126,Hempel Paints,5397.5
159,34493,19999,Cash,45
161,34494,11254,New Tools and Bolts Trading,5627
161,34495,19999,Cash,708
161,34496,10245,Don Construction Products - Qatar W.L.L,6000
159,34497,11474,Anton Nehmeh Establishment,6150
159,34498,19999,Cash,250
100,34499,11259,KPMG,79000
159,34500,11391,Al Sultan Customs Clearance & Freight Est,28441
161,34501,19999,Cash,375
159,34502,19999,Cash,170
100,34503,11442,Zoom Trading W.L.L,757.5
100,34504,19999,Cash,223
159,34505,11471,Grand Store Trading and Contracting,15600
161,34506,19999,Cash,9050
161,34507,10245,Don Construction Products - Qatar W.L.L,280
161,34508,19999,Cash,11.5
161,34509,11254,New Tools and Bolts Trading,45
159,34510,19999,Cash,1920
159,34511,19999,Cash,703
123,34512,19999,Cash,2016
M161,34513,11399,Italian Style Qatar W.L.L,240000
m4,34514,19999,Cash,170
159,34515,10245,Don Construction Products - Qatar W.L.L,3450
159,34516,10159,KG Plastic,4794
M1,34517,11241,Al-Ta'adhod Group Trading & Contracting,2180
159,34518,30170,Sea Gulf For Equipment Company W.L.L,41182.5
161,34519,10130,Khalifa Steel Industries Co,100894.56
161,34520,19999,Cash,1626
159,34521,19999,Cash,2440
159,34522,11254,New Tools and Bolts Trading,4102
M1,34523,11399,Italian Style Qatar W.L.L,72212
161,34524,10130,Khalifa Steel Industries Co,800
159,34525,19999,Cash,6750
161,34526,19999,Cash,660
159,34527,19999,Cash,5330
159,34528,10239,Abdel Latif,37500
159,34529,11475,Doha Petroleum Construction Co. LTD.,136973.32
159,34530,11254,New Tools and Bolts Trading,3425
159,34531,19999,Cash,360
M1,34532,19999,Cash,990
100,34533,10248,Saad Bin Majid Trading Co. W.L.L,1385
161,34534,10248,Saad Bin Majid Trading Co. W.L.L,5915
159,34536,19999,Cash,17456
159,34537,10209,Madar Building Materials,97500
161,34538,11237,Aslak Trading & General Contracting,2200
100,34539,19999,Cash,217.5
159,34540,10245,Don Construction Products - Qatar W.L.L,290
159,34541,11254,New Tools and Bolts Trading,2085
159,34542,19999,Cash,350
162,34543,19999,Cash,2300
162,34544,10159,KG Plastic,1728
162,34545,11254,New Tools and Bolts Trading,169
161,34546,19999,Cash,8109.01
161,34547,10245,Don Construction Products - Qatar W.L.L,545
152,34548,11254,New Tools and Bolts Trading,472
159,34549,19999,Cash,3000
159,34550,19999,Cash,1636.5
100,34551,11442,Zoom Trading W.L.L,665
100,34552,11407,Imax Trading & Contracting W.L.L,1400
137.19,34553,10202,Maysaloon Engineering Co.,2850
144,34554,10202,Maysaloon Engineering Co.,2850
100,34555,11476,Fix and Fit Trading & Contracting W.L.L,527475.5
159,34556,30215,Abdul Hamid Abdul Rahim Al Emadi Trading Company,94800
159,34557,11453,Doha Cables Qatar W.L.L,0
159,34558,19999,Cash,50
159,34559,11216,Jasim Nema Blocks Factory,5500
159,34560,10209,Madar Building Materials,37871
159,34561,11254,New Tools and Bolts Trading,1590
159,34562,10130,Khalifa Steel Industries Co,402832.32
100,34563,11477,Abdulla Almotawa Law Firm,30000
100,34564,19999,Cash,550
161,34565,11275,Boodai Trading Company W.L.L,1950
161,34566,19999,Cash,1433
161,34567,11254,New Tools and Bolts Trading,132
161,34568,10130,Khalifa Steel Industries Co,23798.4
162,34569,10130,Khalifa Steel Industries Co,12147.36
161,34570,10245,Don Construction Products - Qatar W.L.L,1525
100,34571,19999,Cash,165
100,34572,19999,Cash,58
159,34573,10151,Hilti Qatar W.L.L,1770.28
159,34574,11254,New Tools and Bolts Trading,504
159,34575,10239,Abdel Latif,600
161,34576,11414,Doha Technical Laboratories,18819
159,34577,11254,New Tools and Bolts Trading,990
100,34578,19999,Cash,50
159,34579,10151,Hilti Qatar W.L.L,3264.25
161,34580,11254,New Tools and Bolts Trading,240
161,34581,19999,Cash,378
161,34582,10245,Don Construction Products - Qatar W.L.L,1485
100,34583,11298,Ooredoo Q.S.C,2810.8
159,34584,11298,Ooredoo Q.S.C,3865
122,34585,11298,Ooredoo Q.S.C,90
161,34586,11298,Ooredoo Q.S.C,1330
m4,34587,11298,Ooredoo Q.S.C,215
159,34588,19999,Cash,560
123,34589,11254,New Tools and Bolts Trading,400
159,34590,11254,New Tools and Bolts Trading,1872
159,34591,11447,Doka Qatar W.L.L,5440.82
159,34592,10159,KG Plastic,2880
137.19,34593,19999,Cash,100
100,34594,11298,Ooredoo Q.S.C,2229.57
123,34595,11298,Ooredoo Q.S.C,500
159,34596,11298,Ooredoo Q.S.C,1000
161,34597,11298,Ooredoo Q.S.C,500
123,34598,19999,Cash,1080
100,34599,19999,Cash,595
M1,34600,11237,Aslak Trading & General Contracting,1553.5
161,34601,19999,Cash,950
159,34602,11254,New Tools and Bolts Trading,1662
159,34603,19999,Cash,686
159,34604,11263,Expanded Metal Manufacturing Co. Ltd.,1067.5
161,34605,10245,Don Construction Products - Qatar W.L.L,1895
161,34606,19999,Cash,1075
161,34607,11254,New Tools and Bolts Trading,243
161,34608,10239,Abdel Latif,1200
161,34609,19999,Cash,2342
159,34610,19999,Cash,1250
159,34611,19999,Cash,1045
100,34612,19999,Cash,219.25
159,34613,19999,Cash,600
159,34614,11456,Qatar International Electrical Co.,4249.58
159,34615,11451,Al Athbi Trading Group WLL,2000
159,34616,11254,New Tools and Bolts Trading,3168
161,34617,10130,Khalifa Steel Industries Co,29748
161,34618,11254,New Tools and Bolts Trading,319
100,34619,11466,Cozmo Travel,6600
161,34620,19999,Cash,885
161,34621,10159,KG Plastic,7144
159,34622,10245,Don Construction Products - Qatar W.L.L,4025
100,34623,19999,Cash,2100
159,34624,11320,Fahad Bin Abdulla Block & Interlock Factory,10000
159,34625,11254,New Tools and Bolts Trading,675
159,34626,19999,Cash,1000
161,34627,10130,Khalifa Steel Industries Co,71182.08
161,34628,19999,Cash,318
161,34629,10239,Abdel Latif,22800
161,34630,10231,Morden Construction & Supplies,8973.35
100,34631,11391,Al Sultan Customs Clearance & Freight Est,12340
139,34632,30336,Bristol Trading & Contracting,1070
159,34633,10248,Saad Bin Majid Trading Co. W.L.L,25719
161,34634,19999,Cash,56
159,34635,10239,Abdel Latif,8500
161,34636,11464,Ciko Middle East,1500
161,34637,19999,Cash,1670
161,34638,11254,New Tools and Bolts Trading,3278
161,34639,11285,Olive Office Trading,1170
159,34640,11254,New Tools and Bolts Trading,392
159,34641,19999,Cash,646
159,34642,19999,Cash,380
159,34643,11337,Power Max Trading and Contracting Co. W.L.L,9460
161,34644,19999,Cash,1775
161,34645,19999,Cash,2432
159,34646,19999,Cash,5431
100,34647,19999,Cash,4685
122,34648,19999,Cash,1445
M25,34649,19999,Cash,21270
159,34650,19999,Cash,1835
161,34651,10139,Qatar Islamic Insurance,540
161,34652,19999,Cash,160
161,34653,19999,Cash,1496
159,34654,10240,ALNAHA FOR TRADING & CONTRACTING,2450
159,34655,10151,Hilti Qatar W.L.L,2082
159,34656,10239,Abdel Latif,3625
100,34657,11472,Computer Plus,3825
159,34658,11254,New Tools and Bolts Trading,25
161,34659,10245,Don Construction Products - Qatar W.L.L,1100
161,34660,11254,New Tools and Bolts Trading,440
100,34661,19999,Cash,341.5
161,34662,11478,Teyseer Trading and Contracting,20158
162,34663,30105,Bonyan Al-Fadil For Trading and Construction,1157.5
100,34664,11251,E-Government,3679
159,34665,11263,Expanded Metal Manufacturing Co. Ltd.,5265
161,34666,30170,Sea Gulf For Equipment Company W.L.L,141860
159,34667,11254,New Tools and Bolts Trading,294
159,34668,11254,New Tools and Bolts Trading,3011
159,34669,11254,New Tools and Bolts Trading,80
159,34670,10239,Abdel Latif,500
100,34671,19999,Cash,141
159,34672,11254,New Tools and Bolts Trading,1020
159,34673,11263,Expanded Metal Manufacturing Co. Ltd.,1500
161,34674,11254,New Tools and Bolts Trading,702
161,34675,19999,Cash,258
100,34676,19999,Cash,350
100,34677,19999,Cash,40
159,34678,19999,Cash,1192
159,34679,19999,Cash,2700
159,34680,19999,Cash,1183
161,34681,19999,Cash,500
100,34682,19999,Cash,478
100,34683,19999,Cash,3
M17,34684,19999,Cash,2600
M18,34685,19999,Cash,1612.5
122,34686,19999,Cash,1800
161,34687,19999,Cash,1880
M1,34688,19999,Cash,200
123,34689,19999,Cash,120
159,34690,19999,Cash,2662.3
159,34691,19999,Cash,0
M25,34693,19999,Cash,100
161,34694,19999,Cash,1253.37
159,34695,11254,New Tools and Bolts Trading,2760
159,34696,10159,KG Plastic,2880
159,34697,19999,Cash,900
159,34698,10245,Don Construction Products - Qatar W.L.L,2550
162,34699,10201,Al Asas Factories,1950
162,34700,19999,Cash,100
162,34701,19999,Cash,480
161,34702,11254,New Tools and Bolts Trading,258
100,34703,19999,Cash,621.75
159,34704,10239,Abdel Latif,1200
159,34705,10159,KG Plastic,3017
M1,34706,19999,Cash,15000
152,34707,11223,Professional Partners Trading S.P.C,20235
155,34708,19999,Cash,4
123,34710,19999,Cash,1841
139,34711,19999,Cash,1491
M1,34712,19999,Cash,4633
159,34713,10130,Khalifa Steel Industries Co,29393.76
159,34714,11254,New Tools and Bolts Trading,420
159,34715,11410,Unipro Qatar,2065
159,34716,10126,Hempel Paints,3230
161,34717,10159,KG Plastic,1440
162,34718,11254,New Tools and Bolts Trading,2048
161,34719,19999,Cash,41
162,34720,11254,New Tools and Bolts Trading,153
161,34721,19999,Cash,3650
M1,34722,11479,Guide US TV,218333.56
M1,34723,11251,E-Government,520
100,34724,11251,E-Government,15361
M17,34725,11251,E-Government,2440
159,34727,11251,E-Government,76030
150,34728,19999,Cash,500
M161,34729,19999,Cash,10596
161,34730,10140,Qatar National Cement Co,1476.86
161,34731,10142,Smeet Ready Mix,1302985.5
100,34732,11251,E-Government,10841
M21,34733,11251,E-Government,285
161,34734,11251,E-Government,1500
100,34735,11466,Cozmo Travel,1980
100,34736,11302,Ralee Computers W.L.L,390
159,34737,11251,E-Government,530
137.19,34738,10202,Maysaloon Engineering Co.,1750
M1,34739,11251,E-Government,650
M4,34740,11251,E-Government,5030
M21,34741,30215,Abdul Hamid Abdul Rahim Al Emadi Trading Company,2700
144,34742,30195,Britannic Water Treatment Co.,11790.01
144,34743,30195,Britannic Water Treatment Co.,9710
159,34744,19999,Cash,1000
159,34745,10126,Hempel Paints,1508.75
159,34746,11254,New Tools and Bolts Trading,3142
159,34747,19999,Cash,380
159,34748,19999,Cash,1950
162,34749,10239,Abdel Latif,500
161,34750,11254,New Tools and Bolts Trading,2488
161,34751,11464,Ciko Middle East,46920
100,34752,19999,Cash,271
139,34753,11220,Mary for Cleaning Pest Control and Trad,350
M1,34754,19999,Cash,10
159,34755,19999,Cash,13573.25
159,34756,19999,Cash,3170
161,34757,19999,Cash,1357.01
161,34758,19999,Cash,3135
162,34759,11237,Aslak Trading & General Contracting,0
159,34760,10239,Abdel Latif,600
161,34761,10102,Teyseer Bldg. Materials and Transport Co.,1200
140,34762,10126,Hempel Paints,561
137.19,34763,10126,Hempel Paints,561
161,34764,30136,Watertech United,201775
159,34765,11254,New Tools and Bolts Trading,960
159,34766,19999,Cash,1395
159,34767,19999,Cash,150
162,34768,11254,New Tools and Bolts Trading,962
161,34769,11254,New Tools and Bolts Trading,126
159,34770,11257,Mannai Trading Co. W.L.L,395000
159,34771,11475,Doha Petroleum Construction Co. LTD.,8800
162,34772,11471,Grand Store Trading and Contracting,7800
159,34773,11382,Khatib & Alami Consolidated Engineering Company,215269.23
162,34774,11254,New Tools and Bolts Trading,275
159,34775,11254,New Tools and Bolts Trading,175
159,34776,19999,Cash,3230
159,34777,10239,Abdel Latif,600
159,34778,19999,Cash,1600
159,34779,19999,Cash,14163
159,34780,10239,Abdel Latif,19250
159,34781,10130,Khalifa Steel Industries Co,58805.1
159,34782,19999,Cash,1500
159,34783,11254,New Tools and Bolts Trading,135
161,34784,10130,Khalifa Steel Industries Co,258443.58
161,34785,19999,Cash,4036
161,34786,10231,Morden Construction & Supplies,0
161,34787,10245,Don Construction Products - Qatar W.L.L,3000
161,34788,11254,New Tools and Bolts Trading,127
100,34789,19999,Cash,1060
161,34790,19999,Cash,440
M1,34792,30265,Qatar International Trading & Contracting Co.,2650
159,34793,39025,Dos Mohamed Group,832.5
159,34794,39034,Shajahan & Group,3774.38
159,34795,39025,Dos Mohamed Group,7901.52
159,34796,39086,Dukharan Mahato & Group,10329.6
159,34797,19999,Cash,2000
159,34798,10142,Smeet Ready Mix,518378.5
159,34799,10151,Hilti Qatar W.L.L,2030.7
144,34800,30135,Video Home & Electronic Centre,10396
161,34802,39060,Ram Ishwar & Group,147951.03
161,34803,39043,Man Bahadur Thapa,26271.93
M4,34804,19999,Cash,1076
162,34805,11446,JSL Global,13600
100,34806,19999,Cash,170
159,34807,11254,New Tools and Bolts Trading,1469
159,34808,19999,Cash,66
152,34809,10126,Hempel Paints,323.85
100,34810,11476,Fix and Fit Trading & Contracting W.L.L,74185
162,34811,11254,New Tools and Bolts Trading,50
159,34812,11480,Kdhaz Trading,5500
159,34813,10140,Qatar National Cement Co,24727.2
100,34814,10234,Qatar Fuel (WOQOD),9162.4
122,34815,10234,Qatar Fuel (WOQOD),105.37
161,34816,10234,Qatar Fuel (WOQOD),38453.42
159,34817,10234,Qatar Fuel (WOQOD),37467.11
159,34818,11257,Mannai Trading Co. W.L.L,2541
100,34819,19999,Cash,97
159,34820,11302,Ralee Computers W.L.L,35
100,34821,11428,IT Cloud Trading and Programming WLL,21489
100,34822,10169,IBA Real Estate,366800
159,34823,11254,New Tools and Bolts Trading,615
161,34824,11254,New Tools and Bolts Trading,486
159,34825,19999,Cash,256
159,34826,19999,Cash,370
161,34827,19999,Cash,180
161,34828,10239,Abdel Latif,3250
161,34829,19999,Cash,60
161,34830,10245,Don Construction Products - Qatar W.L.L,260
161,34831,11254,New Tools and Bolts Trading,252
M5,34832,10130,Khalifa Steel Industries Co,5871.72
159,34833,19999,Cash,747
159,34834,10126,Hempel Paints,13621.25
161,34835,19999,Cash,580
161,34836,19999,Cash,2079
159,34837,19999,Cash,2105
159,34838,19999,Cash,1317
123,34839,11254,New Tools and Bolts Trading,645
159,34840,11254,New Tools and Bolts Trading,496
159,34841,11320,Fahad Bin Abdulla Block & Interlock Factory,10000
M21,34842,10202,Maysaloon Engineering Co.,1700
162,34843,11325,Doha Modern Printing Press LTD.,500
159,34844,11237,Aslak Trading & General Contracting,2800
159,34845,10209,Madar Building Materials,13998
161,34846,10160,Lemax Electrical & Mechanical Trading,1392.5
159,34847,19999,Cash,560
159,34848,19999,Cash,540
159,34849,11254,New Tools and Bolts Trading,54
162,34850,19999,Cash,355
162,34851,11254,New Tools and Bolts Trading,40
161,34852,10239,Abdel Latif,13860
152,34853,19999,Cash,1125
159,34854,30337,Al Hussaini Aluminium,74548
161,34855,30143,Al Emadi Stones,6185085
159,34856,11475,Doha Petroleum Construction Co. LTD.,1600
161,34857,11254,New Tools and Bolts Trading,42
159,34858,11254,New Tools and Bolts Trading,840
159,34859,10196,Capital Trading Est.,11900
159,34860,10159,KG Plastic,6133
159,34861,19999,Cash,100
100,34862,19999,Cash,52
100,34863,19999,Cash,615.5
139,34864,19999,Cash,1909
159,34865,19999,Cash,7
139,34866,19999,Cash,500
M1,34867,19999,Cash,75
161,34868,30203,Arab Dewatering Survey and Services,34285
159,34869,11254,New Tools and Bolts Trading,1158
159,34870,19999,Cash,420
159,34871,10245,Don Construction Products - Qatar W.L.L,4300
M4,34872,19999,Cash,1766
162,34873,11254,New Tools and Bolts Trading,100
161,34874,11254,New Tools and Bolts Trading,200
M1,34875,19999,Cash,20
123,34876,19999,Cash,478
100,34877,19999,Cash,151
159,34878,10209,Madar Building Materials,49768.48
159,34879,30276,Desert Sun Trading & Contracting W.L.L,15430
M11,34880,10176,Quarry King Marble and Granite Co.,53104
159,34881,30141,Qatar Gas Group,0
161,34882,11478,Teyseer Trading and Contracting,170330
159,34883,11254,New Tools and Bolts Trading,1585
159,34884,19999,Cash,425
159,34885,11263,Expanded Metal Manufacturing Co. Ltd.,55
100,34886,19999,Cash,52
161,34887,19999,Cash,17.5
161,34888,19999,Cash,119
161,34889,11254,New Tools and Bolts Trading,3480
162,34890,11254,New Tools and Bolts Trading,900
161,34891,10245,Don Construction Products - Qatar W.L.L,510
161,34892,30105,Bonyan Al-Fadil For Trading and Construction,29410
144,34893,30192,Servtech International,20628
161,34894,19999,Cash,750
161,34895,19999,Cash,1269
162,34896,19999,Cash,422.6
159,34897,19999,Cash,15040
161,34898,11254,New Tools and Bolts Trading,500
162,34899,19999,Cash,960
161,34900,11254,New Tools and Bolts Trading,200
161,34901,11471,Grand Store Trading and Contracting,5640
100,34902,11442,Zoom Trading W.L.L,156.5
162,34903,10159,KG Plastic,7854.9
161,34904,19999,Cash,250
152,34905,19999,Cash,94
159,34906,11254,New Tools and Bolts Trading,1715
100,34907,19999,Cash,175
161,34908,11254,New Tools and Bolts Trading,859
161,34909,10231,Morden Construction & Supplies,7093
161,34910,19999,Cash,740
159,34911,30170,Sea Gulf For Equipment Company W.L.L,43272.5
159,34912,10151,Hilti Qatar W.L.L,363.64
123,34913,11254,New Tools and Bolts Trading,300
159,34914,30203,Arab Dewatering Survey and Services,8855
162,34915,11325,Doha Modern Printing Press LTD.,450
159,34916,10209,Madar Building Materials,12390
159,34917,11237,Aslak Trading & General Contracting,2778
161,34918,11254,New Tools and Bolts Trading,168
161,34919,19999,Cash,471.25
161,34920,10245,Don Construction Products - Qatar W.L.L,3000
161,34921,11285,Olive Office Trading,2730
159,34922,11410,Unipro Qatar,2180
152,34923,10126,Hempel Paints,410.55
159,34924,11263,Expanded Metal Manufacturing Co. Ltd.,875
159,34925,19999,Cash,290
159,34926,11254,New Tools and Bolts Trading,4825
159,34927,10151,Hilti Qatar W.L.L,1958.55
159,34928,11275,Boodai Trading Company W.L.L,7587
123,34929,19999,Cash,4030
100,34930,19999,Cash,112
144,34931,30141,Qatar Gas Group,3500
159,34932,10248,Saad Bin Majid Trading Co. W.L.L,4113
M17,34933,11325,Doha Modern Printing Press LTD.,600
159,34934,19999,Cash,287
159,34935,10239,Abdel Latif,29375
159,34936,10245,Don Construction Products - Qatar W.L.L,1200
